Player,Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MVP_Award_Year,PlayerPhoto,TeamLogo
Kevin Garnett,2009-10,33,BOS,NBA,PF,69.0,69,29.9,5.8,11.2,.521,0.0,0.1,.200,5.8,11.1,.523,.521,2.7,3.2,.837,1.1,6.2,7.3,2.7,1.0,0.8,1.5,2.5,14.3,2003-04,https://www.basketball-reference.com/req/202106291/images/headshots/garneke01.jpg,https://cdn.nba.com/logos/nba/1610612738/primary/L/logo.svg
Kevin Garnett,2010-11,34,BOS,NBA,PF,71.0,71,31.3,6.1,11.6,.528,0.0,0.1,.200,6.1,11.5,.530,.529,2.6,3.1,.862,1.2,7.7,8.9,2.4,1.3,0.8,1.6,2.1,14.9,2003-04,https://www.basketball-reference.com/req/202106291/images/headshots/garneke01.jpg,https://cdn.nba.com/logos/nba/1610612738/primary/L/logo.svg
Kevin Garnett,2011-12,35,BOS,NBA,C,60.0,60,31.1,6.5,13.0,.503,0.1,0.2,.333,6.5,12.8,.505,.505,2.7,3.2,.857,1.1,7.1,8.2,2.9,0.9,1.0,1.8,2.4,15.8,2003-04,https://www.basketball-reference.com/req/202106291/images/headshots/garneke01.jpg,https://cdn.nba.com/logos/nba/1610612738/primary/L/logo.svg
Kevin Garnett,2012-13,36,BOS,NBA,C,68.0,68,29.7,6.2,12.5,.496,0.0,0.2,.125,6.2,12.3,.504,.498,2.3,3.0,.786,1.1,6.7,7.8,2.3,1.1,0.9,1.6,2.3,14.8,2003-04,https://www.basketball-reference.com/req/202106291/images/headshots/garneke01.jpg,https://cdn.nba.com/logos/nba/1610612738/primary/L/logo.svg
Kevin Garnett,2013-14,37,BRK,NBA,C,54.0,54,20.5,2.9,6.6,.441,0.0,0.1,.000,2.9,6.5,.445,.441,0.7,0.9,.809,1.1,5.5,6.6,1.5,0.8,0.7,1.3,2.3,6.5,2003-04,https://www.basketball-reference.com/req/202106291/images/headshots/garneke01.jpg,
Kevin Garnett,2014-15,38,2TM,NBA,PF,47.0,47,20.3,3.0,6.5,.467,0.0,0.1,.143,3.0,6.4,.475,.469,0.8,1.0,.800,1.0,5.6,6.6,1.6,1.0,0.4,1.0,2.3,6.9,2003-04,https://www.basketball-reference.com/req/202106291/images/headshots/garneke01.jpg,
Kevin Garnett,2014-15,38,BRK,NBA,PF,42.0,42,20.3,3.0,6.5,.455,0.0,0.1,.167,3.0,6.4,.461,.456,0.8,1.0,.829,1.1,5.7,6.8,1.6,1.0,0.3,1.1,2.3,6.8,2003-04,https://www.basketball-reference.com/req/202106291/images/headshots/garneke01.jpg,
Kevin Garnett,2014-15,38,MIN,NBA,PF,5.0,5,19.6,3.6,6.2,.581,0.0,0.2,.000,3.6,6.0,.600,.581,0.4,0.8,.500,0.4,4.8,5.2,1.6,1.0,0.8,0.2,2.6,7.6,2003-04,https://www.basketball-reference.com/req/202106291/images/headshots/garneke01.jpg,https://cdn.nba.com/logos/nba/1610612750/primary/L/logo.svg
Kevin Garnett,2015-16,39,MIN,NBA,PF,38.0,38,14.6,1.4,3.0,.470,0.0,0.0,.000,1.4,3.0,.474,.470,0.4,0.6,.667,0.4,3.6,3.9,1.6,0.7,0.3,0.4,1.8,3.2,2003-04,https://www.basketball-reference.com/req/202106291/images/headshots/garneke01.jpg,https://cdn.nba.com/logos/nba/1610612750/primary/L/logo.svg
Tim Duncan,1997-98,21,SAS,NBA,PF,82.0,82,39.1,8.6,15.7,.549,0.0,0.1,.000,8.6,15.6,.553,.549,3.9,5.9,.662,3.3,8.6,11.9,2.7,0.7,2.5,3.4,3.1,21.1,2002-03,https://www.basketball-reference.com/req/202106291/images/headshots/duncati01.jpg,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg
Tim Duncan,1998-99,22,SAS,NBA,PF,50.0,50,39.3,8.4,16.9,.495,0.0,0.1,.143,8.3,16.8,.498,.495,4.9,7.2,.690,3.2,8.2,11.4,2.4,0.9,2.5,2.9,2.9,21.7,2002-03,https://www.basketball-reference.com/req/202106291/images/headshots/duncati01.jpg,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg
Tim Duncan,1999-00,23,SAS,NBA,PF,74.0,74,38.9,8.5,17.3,.490,0.0,0.1,.091,8.5,17.2,.494,.491,6.2,8.1,.761,3.5,8.9,12.4,3.2,0.9,2.2,3.3,2.8,23.2,2002-03,https://www.basketball-reference.com/req/202106291/images/headshots/duncati01.jpg,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg
Tim Duncan,2000-01,24,SAS,NBA,PF,82.0,82,38.7,8.6,17.1,.499,0.1,0.3,.259,8.5,16.8,.504,.502,5.0,8.1,.618,3.2,9.0,12.2,3.0,0.9,2.3,3.0,3.0,22.2,2002-03,https://www.basketball-reference.com/req/202106291/images/headshots/duncati01.jpg,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg
Tim Duncan,2001-02,25,SAS,NBA,PF,82.0,82,40.6,9.3,18.3,.508,0.0,0.1,.100,9.3,18.2,.511,.508,6.8,8.5,.799,3.3,9.4,12.7,3.7,0.7,2.5,3.2,2.6,25.5,2002-03,https://www.basketball-reference.com/req/202106291/images/headshots/duncati01.jpg,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg
Tim Duncan,2002-03,26,SAS,NBA,PF,81.0,81,39.3,8.8,17.2,.513,0.1,0.3,.273,8.7,16.9,.517,.515,5.6,7.8,.710,3.2,9.7,12.9,3.9,0.7,2.9,3.1,2.9,23.3,2002-03,https://www.basketball-reference.com/req/202106291/images/headshots/duncati01.jpg,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg
Tim Duncan,2003-04,27,SAS,NBA,PF,69.0,68,36.6,8.6,17.1,.501,0.0,0.2,.167,8.6,16.9,.505,.502,5.1,8.5,.599,3.3,9.2,12.4,3.1,0.9,2.7,2.7,2.4,22.3,2002-03,https://www.basketball-reference.com/req/202106291/images/headshots/duncati01.jpg,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg
Tim Duncan,2004-05,28,SAS,NBA,PF,66.0,66,33.4,7.8,15.8,.496,0.0,0.1,.333,7.8,15.7,.498,.498,4.6,6.9,.670,3.1,8.0,11.1,2.7,0.7,2.6,1.9,2.2,20.3,2002-03,https://www.basketball-reference.com/req/202106291/images/headshots/duncati01.jpg,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg
Tim Duncan,2005-06,29,SAS,NBA,PF,80.0,80,34.8,7.2,14.8,.484,0.0,0.1,.400,7.2,14.8,.485,.485,4.2,6.7,.629,2.9,8.1,11.0,3.2,0.9,2.0,2.5,2.7,18.6,2002-03,https://www.basketball-reference.com/req/202106291/images/headshots/duncati01.jpg,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg
Tim Duncan,2006-07,30,SAS,NBA,C,80.0,80,34.1,7.7,14.1,.546,0.0,0.1,.111,7.7,14.0,.550,.547,4.5,7.1,.637,2.7,7.9,10.6,3.4,0.8,2.4,2.8,2.5,20.0,2002-03,https://www.basketball-reference.com/req/202106291/images/headshots/duncati01.jpg,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg
Tim Duncan,2007-08,31,SAS,NBA,C,78.0,78,34.0,7.5,15.1,.497,0.0,0.1,.000,7.5,15.1,.498,.497,4.3,5.9,.730,3.0,8.3,11.3,2.8,0.7,1.9,2.3,2.4,19.3,2002-03,https://www.basketball-reference.com/req/202106291/images/headshots/duncati01.jpg,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg
Tim Duncan,2008-09,32,SAS,NBA,C,75.0,75,33.7,7.4,14.8,.504,0.0,0.0,.000,7.4,14.7,.505,.504,4.5,6.4,.692,2.7,8.0,10.7,3.5,0.5,1.7,2.2,2.3,19.3,2002-03,https://www.basketball-reference.com/req/202106291/images/headshots/duncati01.jpg,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg
Tim Duncan,2009-10,33,SAS,NBA,C,78.0,77,31.3,7.2,13.9,.518,0.0,0.1,.182,7.2,13.7,.522,.519,3.5,4.8,.725,2.8,7.3,10.1,3.2,0.6,1.5,1.8,1.9,17.9,2002-03,https://www.basketball-reference.com/req/202106291/images/headshots/duncati01.jpg,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg
Tim Duncan,2010-11,34,SAS,NBA,C,76.0,76,28.4,5.5,11.0,.500,0.0,0.1,.000,5.5,11.0,.502,.500,2.4,3.4,.716,2.2,6.7,8.9,2.7,0.7,1.9,1.6,1.6,13.4,2002-03,https://www.basketball-reference.com/req/202106291/images/headshots/duncati01.jpg,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg
Tim Duncan,2011-12,35,SAS,NBA,C,58.0,58,28.2,6.2,12.6,.492,0.0,0.1,.000,6.2,12.6,.495,.492,3.0,4.3,.695,1.9,7.1,9.0,2.3,0.7,1.5,1.7,1.7,15.4,2002-03,https://www.basketball-reference.com/req/202106291/images/headshots/duncati01.jpg,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg
Tim Duncan,2012-13,36,SAS,NBA,C,69.0,69,30.1,7.1,14.1,.502,0.0,0.1,.286,7.1,14.0,.504,.503,3.6,4.3,.817,1.8,8.1,9.9,2.7,0.7,2.7,2.1,1.7,17.8,2002-03,https://www.basketball-reference.com/req/202106291/images/headshots/duncati01.jpg,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg
Tim Duncan,2013-14,37,SAS,NBA,C,74.0,74,29.2,6.0,12.2,.490,0.0,0.1,.000,6.0,12.2,.493,.490,3.1,4.3,.731,2.1,7.6,9.7,3.0,0.6,1.9,2.1,1.8,15.1,2002-03,https://www.basketball-reference.com/req/202106291/images/headshots/duncati01.jpg,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg
Tim Duncan,2014-15,38,SAS,NBA,C,77.0,77,28.9,5.4,10.6,.512,0.0,0.1,.286,5.4,10.5,.514,.513,3.0,4.0,.740,2.2,6.9,9.1,3.0,0.8,2.0,1.7,2.1,13.9,2002-03,https://www.basketball-reference.com/req/202106291/images/headshots/duncati01.jpg,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg
Tim Duncan,2015-16,39,SAS,NBA,C,61.0,60,25.2,3.5,7.2,.488,0.0,0.0,.000,3.5,7.2,.490,.488,1.5,2.1,.702,1.9,5.4,7.3,2.7,0.8,1.3,1.5,2.0,8.6,2002-03,https://www.basketball-reference.com/req/202106291/images/headshots/duncati01.jpg,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg
Allen Iverson,1996-97,21,PHI,NBA,PG,76.0,74,40.1,8.2,19.8,.416,2.0,6.0,.341,6.2,13.8,.448,.467,5.0,7.2,.702,1.5,2.6,4.1,7.5,2.1,0.3,4.4,3.1,23.5,2000-01,https://www.basketball-reference.com/req/202106291/images/headshots/iversal01.jpg,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg
Allen Iverson,1997-98,22,PHI,NBA,PG,80.0,80,39.4,8.1,17.6,.461,0.9,2.9,.298,7.2,14.7,.494,.486,4.9,6.7,.729,1.1,2.6,3.7,6.2,2.2,0.3,3.1,2.5,22.0,2000-01,https://www.basketball-reference.com/req/202106291/images/headshots/iversal01.jpg,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg
Allen Iverson,1998-99,23,PHI,NBA,SG,48.0,48,41.5,9.1,22.0,.412,1.2,4.1,.291,7.9,17.9,.440,.439,7.4,9.9,.751,1.4,3.5,4.9,4.6,2.3,0.1,3.5,2.0,26.8,2000-01,https://www.basketball-reference.com/req/202106291/images/headshots/iversal01.jpg,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg
Allen Iverson,1999-00,24,PHI,NBA,SG,70.0,70,40.8,10.4,24.8,.421,1.3,3.7,.341,9.1,21.0,.435,.446,6.3,8.9,.713,1.0,2.8,3.8,4.7,2.1,0.1,3.3,2.3,28.4,2000-01,https://www.basketball-reference.com/req/202106291/images/headshots/iversal01.jpg,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg
Allen Iverson,2000-01,25,PHI,NBA,SG,71.0,71,42.0,10.7,25.5,.420,1.4,4.3,.320,9.4,21.2,.441,.447,8.2,10.1,.814,0.7,3.1,3.8,4.6,2.5,0.3,3.3,2.1,31.1,2000-01,https://www.basketball-reference.com/req/202106291/images/headshots/iversal01.jpg,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg
Allen Iverson,2001-02,26,PHI,NBA,SG,60.0,59,43.7,11.1,27.8,.398,1.3,4.5,.291,9.8,23.4,.419,.422,7.9,9.8,.812,0.7,3.8,4.5,5.5,2.8,0.2,4.0,1.7,31.4,2000-01,https://www.basketball-reference.com/req/202106291/images/headshots/iversal01.jpg,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg
Allen Iverson,2002-03,27,PHI,NBA,SG,82.0,82,42.5,9.8,23.7,.414,1.0,3.7,.277,8.8,20.0,.440,.436,7.0,9.0,.774,0.8,3.4,4.2,5.5,2.7,0.2,3.5,1.8,27.6,2000-01,https://www.basketball-reference.com/req/202106291/images/headshots/iversal01.jpg,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg
Allen Iverson,2003-04,28,PHI,NBA,SG,48.0,47,42.5,9.1,23.4,.387,1.2,4.1,.286,7.9,19.3,.408,.412,7.1,9.5,.745,0.7,3.0,3.7,6.8,2.4,0.1,4.4,1.8,26.4,2000-01,https://www.basketball-reference.com/req/202106291/images/headshots/iversal01.jpg,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg
Allen Iverson,2004-05,29,PHI,NBA,PG,75.0,75,42.3,10.3,24.2,.424,1.4,4.5,.308,8.9,19.7,.451,.453,8.7,10.5,.835,0.7,3.3,4.0,7.9,2.4,0.1,4.6,1.9,30.7,2000-01,https://www.basketball-reference.com/req/202106291/images/headshots/iversal01.jpg,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg
Allen Iverson,2005-06,30,PHI,NBA,PG,72.0,72,43.1,11.3,25.3,.447,1.0,3.1,.323,10.3,22.2,.465,.467,9.4,11.5,.814,0.6,2.6,3.2,7.4,1.9,0.1,3.4,1.7,33.0,2000-01,https://www.basketball-reference.com/req/202106291/images/headshots/iversal01.jpg,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg
Allen Iverson,2006-07,31,2TM,NBA,PG,65.0,64,42.5,8.9,20.2,.442,1.0,3.0,.315,8.0,17.2,.465,.466,7.5,9.4,.795,0.4,2.6,3.0,7.2,1.9,0.2,4.1,1.5,26.3,2000-01,https://www.basketball-reference.com/req/202106291/images/headshots/iversal01.jpg,
Allen Iverson,2006-07,31,PHI,NBA,PG,15.0,15,42.7,10.1,24.4,.413,0.8,3.5,.226,9.3,20.9,.444,.429,10.3,11.6,.885,0.5,2.3,2.7,7.3,2.2,0.1,4.4,1.4,31.2,2000-01,https://www.basketball-reference.com/req/202106291/images/headshots/iversal01.jpg,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg
Allen Iverson,2006-07,31,DEN,NBA,SG,50.0,49,42.4,8.6,18.9,.454,1.0,2.9,.347,7.6,16.1,.473,.480,6.6,8.7,.759,0.3,2.7,3.0,7.2,1.8,0.2,4.0,1.5,24.8,2000-01,https://www.basketball-reference.com/req/202106291/images/headshots/iversal01.jpg,https://cdn.nba.com/logos/nba/1610612743/primary/L/logo.svg
Allen Iverson,2007-08,32,DEN,NBA,SG,82.0,82,41.8,8.7,19.0,.458,1.2,3.4,.345,7.5,15.6,.482,.488,7.9,9.7,.809,0.6,2.4,3.0,7.1,2.0,0.1,3.0,1.3,26.4,2000-01,https://www.basketball-reference.com/req/202106291/images/headshots/iversal01.jpg,https://cdn.nba.com/logos/nba/1610612743/primary/L/logo.svg
Allen Iverson,2008-09,33,2TM,NBA,SG,57.0,53,36.7,6.1,14.6,.417,0.5,1.7,.283,5.6,12.9,.435,.434,4.8,6.1,.781,0.5,2.5,3.0,5.0,1.5,0.1,2.6,1.5,17.5,2000-01,https://www.basketball-reference.com/req/202106291/images/headshots/iversal01.jpg,
Allen Iverson,2008-09,33,DEN,NBA,SG,3.0,3,41.0,6.0,13.3,.450,0.7,2.7,.250,5.3,10.7,.500,.475,6.0,8.3,.720,1.0,1.7,2.7,6.7,1.0,0.3,3.3,1.0,18.7,2000-01,https://www.basketball-reference.com/req/202106291/images/headshots/iversal01.jpg,https://cdn.nba.com/logos/nba/1610612743/primary/L/logo.svg
Allen Iverson,2008-09,33,DET,NBA,PG,54.0,50,36.5,6.1,14.7,.416,0.5,1.7,.286,5.6,13.0,.432,.432,4.7,6.0,.786,0.5,2.6,3.1,4.9,1.6,0.1,2.5,1.5,17.4,2000-01,https://www.basketball-reference.com/req/202106291/images/headshots/iversal01.jpg,https://cdn.nba.com/logos/nba/1610612765/primary/L/logo.svg
Allen Iverson,2009-10,34,2TM,NBA,PG,28.0,24,30.9,4.9,11.3,.430,0.3,0.9,.360,4.5,10.4,.436,.445,3.7,4.7,.794,0.6,2.3,2.8,4.0,0.7,0.1,2.3,1.7,13.8,2000-01,https://www.basketball-reference.com/req/202106291/images/headshots/iversal01.jpg,
Allen Iverson,2009-10,34,MEM,NBA,PG,3.0,0,22.3,5.0,8.7,.577,0.3,0.3,1.000,4.7,8.3,.560,.596,2.0,4.0,.500,0.3,1.0,1.3,3.7,0.3,0.0,2.3,1.7,12.3,2000-01,https://www.basketball-reference.com/req/202106291/images/headshots/iversal01.jpg,https://cdn.nba.com/logos/nba/1610612763/primary/L/logo.svg
Allen Iverson,2009-10,34,PHI,NBA,SG,25.0,24,31.9,4.8,11.6,.417,0.3,1.0,.333,4.5,10.6,.425,.431,3.9,4.8,.824,0.6,2.4,3.0,4.1,0.7,0.1,2.3,1.7,13.9,2000-01,https://www.basketball-reference.com/req/202106291/images/headshots/iversal01.jpg,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg
Shaquille O'Neal,1992-93,20,ORL,NBA,C,81.0,81,37.9,9.0,16.1,.562,0.0,0.0,.000,9.0,16.1,.563,.562,5.3,8.9,.592,4.2,9.6,13.9,1.9,0.7,3.5,3.8,4.0,23.4,1999-00,https://www.basketball-reference.com/req/202106291/images/headshots/onealsh01.jpg,https://cdn.nba.com/logos/nba/1610612753/primary/L/logo.svg
Shaquille O'Neal,1993-94,21,ORL,NBA,C,81.0,81,39.8,11.8,19.6,.599,0.0,0.0,.000,11.8,19.6,.600,.599,5.8,10.5,.554,4.7,8.5,13.2,2.4,0.9,2.9,2.7,3.5,29.3,1999-00,https://www.basketball-reference.com/req/202106291/images/headshots/onealsh01.jpg,https://cdn.nba.com/logos/nba/1610612753/primary/L/logo.svg
Shaquille O'Neal,1994-95,22,ORL,NBA,C,79.0,79,37.0,11.8,20.2,.583,0.0,0.1,.000,11.8,20.1,.585,.583,5.8,10.8,.533,4.2,7.3,11.4,2.7,0.9,2.4,2.6,3.3,29.3,1999-00,https://www.basketball-reference.com/req/202106291/images/headshots/onealsh01.jpg,https://cdn.nba.com/logos/nba/1610612753/primary/L/logo.svg
Shaquille O'Neal,1995-96,23,ORL,NBA,C,54.0,52,36.0,11.0,19.1,.573,0.0,0.0,.500,10.9,19.1,.573,.574,4.6,9.5,.487,3.4,7.7,11.0,2.9,0.6,2.1,2.9,3.6,26.6,1999-00,https://www.basketball-reference.com/req/202106291/images/headshots/onealsh01.jpg,https://cdn.nba.com/logos/nba/1610612753/primary/L/logo.svg
Shaquille O'Neal,1996-97,24,LAL,NBA,C,51.0,51,38.1,10.8,19.4,.557,0.0,0.1,.000,10.8,19.4,.559,.557,4.5,9.4,.484,3.8,8.7,12.5,3.1,0.9,2.9,2.9,3.5,26.2,1999-00,https://www.basketball-reference.com/req/202106291/images/headshots/onealsh01.jpg,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg
Shaquille O'Neal,1997-98,25,LAL,NBA,C,60.0,57,36.3,11.2,19.1,.584,0.0,0.0,,11.2,19.1,.584,.584,6.0,11.4,.527,3.5,7.9,11.4,2.4,0.7,2.4,2.9,3.2,28.3,1999-00,https://www.basketball-reference.com/req/202106291/images/headshots/onealsh01.jpg,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg
Shaquille O'Neal,1998-99,26,LAL,NBA,C,49.0,49,34.8,10.4,18.1,.576,0.0,0.0,.000,10.4,18.0,.577,.576,5.5,10.2,.540,3.8,6.9,10.7,2.3,0.7,1.7,2.5,3.2,26.3,1999-00,https://www.basketball-reference.com/req/202106291/images/headshots/onealsh01.jpg,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg
Shaquille O'Neal,1999-00,27,LAL,NBA,C,79.0,79,40.0,12.1,21.1,.574,0.0,0.0,.000,12.1,21.1,.575,.574,5.5,10.4,.524,4.3,9.4,13.6,3.8,0.5,3.0,2.8,3.2,29.7,1999-00,https://www.basketball-reference.com/req/202106291/images/headshots/onealsh01.jpg,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg
Shaquille O'Neal,2000-01,28,LAL,NBA,C,74.0,74,39.5,11.0,19.2,.572,0.0,0.0,.000,11.0,19.2,.573,.572,6.7,13.1,.513,3.9,8.8,12.7,3.7,0.6,2.8,2.9,3.5,28.7,1999-00,https://www.basketball-reference.com/req/202106291/images/headshots/onealsh01.jpg,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg
Shaquille O'Neal,2001-02,29,LAL,NBA,C,67.0,66,36.1,10.6,18.3,.579,0.0,0.0,.000,10.6,18.3,.580,.579,5.9,10.7,.555,3.5,7.2,10.7,3.0,0.6,2.0,2.6,3.0,27.2,1999-00,https://www.basketball-reference.com/req/202106291/images/headshots/onealsh01.jpg,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg
Shaquille O'Neal,2002-03,30,LAL,NBA,C,67.0,66,37.8,10.4,18.1,.574,0.0,0.0,,10.4,18.1,.574,.574,6.7,10.8,.622,3.9,7.2,11.1,3.1,0.6,2.4,2.9,3.4,27.5,1999-00,https://www.basketball-reference.com/req/202106291/images/headshots/onealsh01.jpg,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg
Shaquille O'Neal,2003-04,31,LAL,NBA,C,67.0,67,36.8,8.3,14.1,.584,0.0,0.0,,8.3,14.1,.584,.584,4.9,10.1,.490,3.7,7.8,11.5,2.9,0.5,2.5,2.9,3.4,21.5,1999-00,https://www.basketball-reference.com/req/202106291/images/headshots/onealsh01.jpg,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg
Shaquille O'Neal,2004-05,32,MIA,NBA,C,73.0,73,34.1,9.0,15.0,.601,0.0,0.0,,9.0,15.0,.601,.601,4.8,10.5,.461,3.5,6.9,10.4,2.7,0.5,2.3,2.8,3.6,22.9,1999-00,https://www.basketball-reference.com/req/202106291/images/headshots/onealsh01.jpg,https://cdn.nba.com/logos/nba/1610612748/primary/L/logo.svg
Shaquille O'Neal,2005-06,33,MIA,NBA,C,59.0,58,30.6,8.1,13.6,.600,0.0,0.0,,8.1,13.6,.600,.600,3.7,8.0,.469,2.9,6.3,9.2,1.9,0.4,1.8,2.8,3.9,20.0,1999-00,https://www.basketball-reference.com/req/202106291/images/headshots/onealsh01.jpg,https://cdn.nba.com/logos/nba/1610612748/primary/L/logo.svg
Shaquille O'Neal,2006-07,34,MIA,NBA,C,40.0,39,28.4,7.1,12.0,.591,0.0,0.0,,7.1,12.0,.591,.591,3.1,7.4,.422,2.4,5.0,7.4,2.0,0.2,1.4,2.4,3.5,17.3,1999-00,https://www.basketball-reference.com/req/202106291/images/headshots/onealsh01.jpg,https://cdn.nba.com/logos/nba/1610612748/primary/L/logo.svg
Shaquille O'Neal,2007-08,35,2TM,NBA,C,61.0,61,28.7,5.4,9.1,.593,0.0,0.0,,5.4,9.1,.593,.593,2.8,5.5,.503,2.7,6.4,9.1,1.5,0.5,1.4,3.0,3.7,13.6,1999-00,https://www.basketball-reference.com/req/202106291/images/headshots/onealsh01.jpg,
Shaquille O'Neal,2007-08,35,MIA,NBA,C,33.0,33,28.6,5.8,10.0,.581,0.0,0.0,,5.8,10.0,.581,.581,2.7,5.4,.494,3.0,4.8,7.8,1.4,0.6,1.6,3.0,4.1,14.2,1999-00,https://www.basketball-reference.com/req/202106291/images/headshots/onealsh01.jpg,https://cdn.nba.com/logos/nba/1610612748/primary/L/logo.svg
Shaquille O'Neal,2007-08,35,PHO,NBA,C,28.0,28,28.7,5.0,8.2,.611,0.0,0.0,,5.0,8.2,.611,.611,2.9,5.7,.513,2.4,8.2,10.6,1.7,0.5,1.2,3.0,3.4,12.9,1999-00,https://www.basketball-reference.com/req/202106291/images/headshots/onealsh01.jpg,
Shaquille O'Neal,2008-09,36,PHO,NBA,C,75.0,75,30.0,6.8,11.2,.609,0.0,0.0,.000,6.8,11.2,.610,.609,4.1,6.9,.595,2.5,5.9,8.4,1.7,0.7,1.4,2.2,3.4,17.8,1999-00,https://www.basketball-reference.com/req/202106291/images/headshots/onealsh01.jpg,
Shaquille O'Neal,2009-10,37,CLE,NBA,C,53.0,53,23.4,4.9,8.7,.566,0.0,0.0,.000,4.9,8.7,.567,.566,2.1,4.3,.496,1.8,4.9,6.7,1.5,0.3,1.2,2.0,3.2,12.0,1999-00,https://www.basketball-reference.com/req/202106291/images/headshots/onealsh01.jpg,https://cdn.nba.com/logos/nba/1610612739/primary/L/logo.svg
Shaquille O'Neal,2010-11,38,BOS,NBA,C,37.0,36,20.3,3.6,5.4,.667,0.0,0.0,,3.6,5.4,.667,.667,2.0,3.5,.557,1.3,3.5,4.8,0.7,0.4,1.1,1.5,3.2,9.2,1999-00,https://www.basketball-reference.com/req/202106291/images/headshots/onealsh01.jpg,https://cdn.nba.com/logos/nba/1610612738/primary/L/logo.svg
Karl Malone,1985-86,22,UTA,NBA,PF,81.0,76,30.6,6.2,12.5,.496,0.0,0.0,.000,6.2,12.5,.497,.496,2.4,5.0,.481,2.1,6.7,8.9,2.9,1.3,0.5,3.4,3.6,14.9,1998-99,https://www.basketball-reference.com/req/202106291/images/headshots/malonka01.jpg,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg
Karl Malone,1986-87,23,UTA,NBA,PF,82.0,82,34.8,8.9,17.3,.512,0.0,0.1,.000,8.9,17.3,.514,.512,3.9,6.6,.598,3.4,7.0,10.4,1.9,1.3,0.7,2.9,3.9,21.7,1998-99,https://www.basketball-reference.com/req/202106291/images/headshots/malonka01.jpg,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg
Karl Malone,1987-88,24,UTA,NBA,PF,82.0,82,39.0,10.5,20.1,.520,0.0,0.1,.000,10.5,20.1,.522,.520,6.7,9.6,.700,3.4,8.6,12.0,2.4,1.4,0.6,4.0,3.6,27.7,1998-99,https://www.basketball-reference.com/req/202106291/images/headshots/malonka01.jpg,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg
Karl Malone,1988-89,25,UTA,NBA,PF,80.0,80,39.1,10.1,19.5,.519,0.1,0.2,.313,10.1,19.3,.521,.521,8.8,11.5,.766,3.2,7.4,10.7,2.7,1.8,0.9,3.6,3.6,29.1,1998-99,https://www.basketball-reference.com/req/202106291/images/headshots/malonka01.jpg,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg
